,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
69458,60553,13,273,319,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,54193,2013-06-05,1,113.63,0.0,0.0,4437,Established,Pharmaceutical
69460,60553,13,273,319,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,54454,2013-06-05,1,113.63,0.0,0.0,4437,Established,Pharmaceutical
69500,60719,26,529,1258,0,X,2012-08-12,2012-09-21,46-55,,0.0,1,,1.0,22105,2012-08-12,1,71.24,-35.26,0.0,278,Established,Grocery
69501,60719,26,529,1258,0,X,2012-08-12,2012-09-21,46-55,,0.0,1,,1.0,22105,2012-09-16,1,71.24,-24.58,0.0,278,Established,Grocery
69549,60767,26,369,596,0,X,2012-08-12,2012-09-21,46-55,,0.0,1,,1.0,26139,2012-08-15,2,91.9,-7.84,0.0,56,Local,Grocery
69561,60783,29,868,1029,1,Y,2012-10-08,2012-11-30,,,,,,,22985,2012-11-08,3,362.26,-32.06,-71.24,1075,Established,Grocery
69562,60783,29,868,1029,1,Y,2012-10-08,2012-11-30,,,,,,,22985,2012-11-08,3,362.26,-32.06,-71.24,1075,Established,Grocery
69574,60819,8,82,1231,0,X,2013-02-16,2013-04-05,26-35,Married,0.0,3,1,5.0,7986,2013-03-19,1,55.21,0.0,0.0,56,Local,Grocery
69664,60995,30,529,450,1,X,2012-11-19,2013-01-04,46-55,Married,0.0,2,,5.0,7255,2012-12-03,1,167.06,0.0,0.0,278,Established,Grocery
69665,60995,30,529,450,1,X,2012-11-19,2013-01-04,46-55,Married,0.0,2,,5.0,7255,2012-12-27,1,167.06,0.0,0.0,278,Established,Grocery
69673,60995,30,529,450,1,X,2012-11-19,2013-01-04,46-55,Married,0.0,2,,5.0,48682,2012-12-03,1,167.06,0.0,-35.62,278,Established,Grocery
69674,60995,30,529,450,1,X,2012-11-19,2013-01-04,46-55,Married,0.0,2,,5.0,48682,2012-12-03,1,167.06,0.0,-35.62,278,Established,Grocery
69677,60995,30,529,450,1,X,2012-11-19,2013-01-04,46-55,Married,0.0,2,,5.0,65157,2012-12-03,1,99.38,0.0,0.0,278,Established,Grocery
69678,60996,5,279,1509,0,Y,2013-01-12,2013-02-15,,,,,,,32556,2013-01-12,1,63.76,0.0,0.0,4412,Established,Pharmaceutical
69691,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,11743,2013-06-16,2,178.1,-13.54,0.0,892,Established,Grocery
69692,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,11743,2013-06-16,2,178.1,-13.54,0.0,892,Established,Grocery
69696,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,19092,2013-05-19,1,70.88,0.0,0.0,939,Established,Grocery
69697,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,19092,2013-05-27,1,35.62,-35.26,0.0,939,Established,Grocery
69698,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,19092,2013-05-30,1,35.62,-35.26,0.0,939,Established,Grocery
69701,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,13532,2013-06-15,1,106.86,-28.14,0.0,939,Established,Grocery
69707,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,33688,2013-06-15,1,106.86,-28.14,0.0,939,Established,Grocery
69750,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,5236,2013-05-31,1,70.88,0.0,0.0,56,Local,Grocery
69779,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,17402,2013-06-16,2,160.29,0.0,0.0,967,Established,Grocery
69810,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,16708,2013-06-16,1,80.14,0.0,0.0,967,Established,Grocery
69811,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,16708,2013-06-16,1,80.14,0.0,0.0,967,Established,Grocery
69816,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,11516,2013-06-16,1,80.14,0.0,0.0,967,Established,Grocery
69864,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,32939,2013-05-19,1,47.73,-5.34,0.0,979,Established,Grocery
69865,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,32939,2013-06-14,1,47.73,-5.34,0.0,979,Established,Grocery
69866,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,32939,2013-06-16,2,95.11,-11.04,0.0,979,Established,Grocery
69867,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,32939,2013-06-16,1,47.73,-5.34,0.0,979,Established,Grocery
69868,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,32939,2013-06-27,1,47.73,-5.34,0.0,979,Established,Grocery
69872,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,14122,2013-06-17,1,71.24,0.0,0.0,56,Local,Grocery
69892,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,24891,2013-06-19,1,106.86,-17.45,0.0,1124,Established,Grocery
69899,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,69137,2013-06-30,1,106.86,-21.02,0.0,1124,Established,Grocery
69905,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,33673,2013-05-20,1,56.64,0.0,0.0,1,Established,Grocery
69927,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,50180,2013-06-19,1,23.87,-4.27,0.0,56,Local,Grocery
69943,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,50197,2013-06-05,1,23.87,-4.27,0.0,56,Local,Grocery
69950,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,50194,2013-06-19,1,23.87,-4.27,0.0,56,Local,Grocery
69956,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,17384,2013-06-30,1,71.24,-7.12,0.0,1587,Established,Grocery
69960,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,25286,2013-06-06,1,78.36,0.0,0.0,1587,Established,Grocery
69961,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,25286,2013-06-30,1,71.24,-7.12,0.0,1587,Established,Grocery
69962,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,35858,2013-06-30,1,71.24,-7.12,0.0,1587,Established,Grocery
69972,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,19539,2013-06-30,2,142.48,-34.91,0.0,56,Local,Packaged Meat
70010,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,10567,2013-06-16,1,95.82,0.0,0.0,119,Established,Grocery
70029,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,60243,2013-06-30,1,95.82,0.0,0.0,119,Established,Grocery
70089,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,28558,2013-06-14,1,118.97,-37.4,0.0,350,Established,Packaged Meat
70099,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,28808,2013-06-05,3,55.57,0.0,0.0,544,Established,Grocery
70100,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,28808,2013-06-29,2,37.04,0.0,0.0,544,Established,Grocery
70102,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,31508,2013-06-16,1,89.05,-45.95,0.0,544,Established,Grocery
70118,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,17556,2013-06-30,1,35.62,0.0,0.0,544,Established,Grocery
70131,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,24409,2013-06-30,1,35.62,0.0,0.0,544,Established,Grocery
70146,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,36261,2013-06-27,1,35.62,0.0,0.0,544,Established,Grocery
70163,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,14198,2013-06-27,1,64.83,0.0,0.0,544,Established,Grocery
70173,61066,13,22,1475,0,X,2013-05-19,2013-07-05,70+,,0.0,3,2,1.0,22883,2013-06-26,2,146.75,0.0,0.0,544,Established,Grocery
70195,61131,3,671,1534,1,Y,2012-12-22,2013-02-16,36-45,Married,0.0,3,1,5.0,4313,2013-01-05,1,43.1,0.0,-19.59,676,Established,Grocery
70205,61131,3,671,1534,1,Y,2012-12-22,2013-02-16,36-45,Married,0.0,3,1,5.0,31090,2013-01-05,1,59.13,0.0,0.0,676,Established,Grocery
70206,61131,3,671,1534,1,Y,2012-12-22,2013-02-16,36-45,Married,0.0,3,1,5.0,31090,2013-02-16,2,118.97,0.0,0.0,676,Established,Grocery
70215,61152,13,468,766,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,9.0,9827,2013-05-25,1,109.71,0.0,0.0,172,Established,Grocery
70221,61152,13,468,766,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,9.0,22900,2013-06-06,1,149.25,-39.18,-35.62,172,Established,Grocery
70222,61152,13,468,766,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,9.0,22900,2013-06-06,1,149.25,-39.18,-35.62,172,Established,Grocery
70228,61152,13,468,766,1,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,9.0,37018,2013-06-06,1,170.62,0.0,0.0,172,Established,Grocery
70234,61166,10,280,367,0,Y,2013-04-08,2013-05-10,36-45,Married,0.0,3,1,6.0,57081,2013-05-10,1,89.05,-17.45,0.0,4412,Established,Pharmaceutical
70238,61192,12,492,1350,0,Y,2013-04-22,2013-05-24,,,,,,,11144,2013-05-17,1,71.24,-21.02,0.0,209,Established,Grocery
70239,61192,12,492,1350,0,Y,2013-04-22,2013-05-24,,,,,,,29650,2013-05-17,1,71.24,-21.02,0.0,209,Established,Grocery
70248,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,23017,2013-06-18,1,56.64,0.0,0.0,56,Local,Pharmaceutical
70253,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,19823,2013-06-18,1,70.88,0.0,0.0,726,Established,Pharmaceutical
70255,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,28507,2013-06-24,1,53.43,-17.45,0.0,644,Established,Pharmaceutical
70256,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,25810,2013-06-29,1,70.88,0.0,0.0,56,Local,Pharmaceutical
70257,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,17606,2013-05-20,1,124.67,-17.45,0.0,91,Established,Pharmaceutical
70259,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,32651,2013-05-27,1,56.64,0.0,0.0,56,Local,Pharmaceutical
70260,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,32651,2013-06-24,2,113.27,0.0,0.0,56,Local,Pharmaceutical
70265,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,23988,2013-06-18,1,56.64,0.0,0.0,1070,Established,Skin & Hair Care
70266,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,70801,2013-06-01,1,124.67,-17.45,0.0,91,Established,Pharmaceutical
70267,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,70801,2013-06-10,2,191.64,0.0,0.0,91,Established,Pharmaceutical
70270,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,71914,2013-06-10,1,149.25,0.0,0.0,816,Local,Pharmaceutical
70272,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,61799,2013-07-01,1,195.55,0.0,0.0,4300,Established,Pharmaceutical
70273,61213,13,23,53,0,X,2013-05-19,2013-07-05,56-70,,0.0,1,,3.0,63399,2013-06-18,1,53.07,0.0,0.0,644,Established,Pharmaceutical
70299,61313,13,705,1336,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,5+,3+,9.0,8300,2013-05-30,1,99.38,0.0,0.0,714,Established,Grocery
70331,61314,8,91,611,0,X,2013-02-16,2013-04-05,,,,,,,40697,2013-03-21,1,35.62,-24.58,0.0,56,Local,Grocery
70341,61327,8,8,325,0,X,2013-02-16,2013-04-05,,,,,,,36138,2013-04-01,1,88.69,0.0,0.0,1555,Established,Packaged Meat
70375,61464,8,7,1399,0,X,2013-02-16,2013-04-05,70+,Single,0.0,1,,4.0,31071,2013-03-18,1,73.02,-36.69,0.0,1,Established,Natural Products
70391,61481,13,608,1501,1,X,2013-05-19,2013-07-05,,,,,,,17707,2013-06-13,1,74.45,0.0,-35.62,487,Established,Grocery
70392,61481,13,608,1501,1,X,2013-05-19,2013-07-05,,,,,,,17707,2013-06-13,1,74.45,0.0,-35.62,487,Established,Grocery
70404,61521,29,448,1198,0,Y,2012-10-08,2012-11-30,18-25,Single,1.0,1,,4.0,63703,2012-10-25,1,89.05,-17.45,0.0,141,Established,Grocery
70441,61548,13,110,254,0,X,2013-05-19,2013-07-05,,,,,,,29423,2013-06-15,2,94.04,0.0,0.0,56,Local,Grocery
70487,61637,13,773,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,61452,2013-05-20,1,213.36,-106.86,-35.62,914,Established,Grocery
70488,61637,13,773,1506,1,X,2013-05-19,2013-07-05,46-55,,0.0,1,,5.0,61452,2013-05-20,1,213.36,-106.86,-35.62,914,Established,Grocery
70500,61687,13,136,514,0,X,2013-05-19,2013-07-05,26-35,,0.0,2,,6.0,46588,2013-07-02,1,106.5,-35.62,0.0,56,Local,Grocery
70504,61710,12,108,520,0,Y,2013-04-22,2013-05-24,36-45,Married,0.0,2,,6.0,9319,2013-04-26,1,35.62,-1.78,0.0,56,Local,Grocery
70507,61710,12,108,520,0,Y,2013-04-22,2013-05-24,36-45,Married,0.0,2,,6.0,18323,2013-04-26,1,35.62,-1.78,0.0,56,Local,Grocery
70522,61727,8,6,418,0,X,2013-02-16,2013-04-05,,,,,,,6893,2013-03-06,1,89.05,-28.14,0.0,350,Established,Packaged Meat
70525,61727,8,6,418,0,X,2013-02-16,2013-04-05,,,,,,,17696,2013-03-06,2,178.1,-56.28,0.0,350,Established,Packaged Meat
70610,61741,13,20,264,0,X,2013-05-19,2013-07-05,,,,,,,17091,2013-06-05,1,106.5,0.0,0.0,1475,Established,Natural Products
70662,61793,13,20,885,0,X,2013-05-19,2013-07-05,,,,,,,15719,2013-05-29,1,106.5,0.0,0.0,602,Established,Natural Products
70664,61793,13,20,885,0,X,2013-05-19,2013-07-05,,,,,,,59838,2013-06-28,1,89.05,-17.45,0.0,1475,Established,Natural Products
70665,61793,13,20,885,0,X,2013-05-19,2013-07-05,,,,,,,16767,2013-07-01,1,106.5,0.0,0.0,1487,Established,Natural Products
70672,61793,13,20,885,0,X,2013-05-19,2013-07-05,,,,,,,36123,2013-06-06,1,59.49,-18.52,0.0,789,Established,"Dairy, Juices & Snacks"
70692,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,9604,2013-03-26,1,89.05,-17.45,0.0,1,Established,Natural Products
70702,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,12814,2013-03-18,1,49.16,0.0,0.0,56,Local,Natural Products
70721,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,13174,2013-03-03,1,35.26,0.0,0.0,602,Established,Natural Products
70722,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,13174,2013-03-15,1,35.26,0.0,0.0,602,Established,Natural Products
70726,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,22650,2013-02-28,1,106.5,0.0,0.0,602,Established,Natural Products
70733,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,65852,2013-02-17,1,53.07,0.0,0.0,1826,Established,Natural Products
70747,61804,8,7,103,0,X,2013-02-16,2013-04-05,46-55,,0.0,2,,4.0,17383,2013-02-17,1,142.12,0.0,0.0,2069,Established,Natural Products
70756,61815,8,9,612,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,28133,2013-02-17,1,45.95,0.0,0.0,1709,Established,Grocery
70775,61815,8,9,612,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,21560,2013-04-05,1,35.62,0.0,0.0,56,Local,Grocery
70799,61815,8,9,612,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,34047,2013-03-02,1,95.82,0.0,0.0,56,Local,Grocery
70813,61815,8,9,612,0,X,2013-02-16,2013-04-05,18-25,,0.0,1,,1.0,35630,2013-02-17,1,111.49,0.0,0.0,56,Local,Grocery
70829,61916,13,1027,319,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,8741,2013-06-13,1,106.86,-78.01,0.0,1636,Established,Grocery
70830,61916,13,1027,319,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,5.0,22803,2013-06-13,1,106.86,-78.01,0.0,1636,Established,Grocery
70835,61919,26,870,561,0,X,2012-08-12,2012-09-21,36-45,Married,0.0,2,,4.0,23622,2012-08-15,1,120.75,-10.69,0.0,1075,Established,Grocery
70836,61919,26,870,561,0,X,2012-08-12,2012-09-21,36-45,Married,0.0,2,,4.0,23622,2012-08-24,1,70.53,-60.91,0.0,1075,Established,Grocery
70837,61919,26,870,561,0,X,2012-08-12,2012-09-21,36-45,Married,0.0,2,,4.0,23622,2012-09-05,1,70.53,-60.91,0.0,1075,Established,Grocery
70838,61919,26,870,561,0,X,2012-08-12,2012-09-21,36-45,Married,0.0,2,,4.0,23622,2012-09-20,1,70.53,-60.91,0.0,1075,Established,Grocery
70865,122301,9,870,561,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,4.0,23622,2013-03-19,1,120.75,-10.69,0.0,1075,Established,Grocery
70866,122301,9,870,561,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,4.0,23622,2013-04-01,1,89.05,-42.39,0.0,1075,Established,Grocery
70867,122301,9,870,561,0,Y,2013-03-11,2013-04-12,36-45,Married,0.0,2,,4.0,23622,2013-04-07,1,106.5,0.0,0.0,1075,Established,Grocery
70875,61938,9,705,772,0,Y,2013-03-11,2013-04-12,,,,,,,32209,2013-03-31,1,106.5,-10.69,0.0,714,Established,Grocery
70878,100672,12,705,772,0,Y,2013-04-22,2013-05-24,,,,,,,55960,2013-05-02,1,95.82,-24.58,0.0,714,Established,Grocery
70916,62016,8,98,682,0,X,2013-02-16,2013-04-05,,,,,,,7106,2013-03-03,2,141.77,0.0,0.0,56,Local,Grocery
70917,62016,8,98,682,0,X,2013-02-16,2013-04-05,,,,,,,31028,2013-02-16,1,35.62,-35.26,0.0,56,Local,Grocery
70918,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,12311,2013-03-10,1,85.13,0.0,0.0,56,Local,Grocery
70922,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,13835,2013-02-27,1,35.62,-30.28,0.0,56,Local,Grocery
70923,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,13835,2013-03-10,1,35.62,-30.28,0.0,56,Local,Grocery
70939,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,7842,2013-02-27,1,71.24,-42.39,0.0,56,Local,Grocery
70941,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,17559,2013-03-10,1,67.32,-3.56,0.0,278,Established,Grocery
70961,62021,8,9,1104,0,X,2013-02-16,2013-04-05,70+,Married,0.0,2,,6.0,24128,2013-03-26,1,35.62,-30.28,0.0,56,Local,Grocery
70964,62033,13,786,1103,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,2,,4.0,7768,2013-05-30,1,89.05,-17.45,0.0,946,Established,Grocery
70965,62033,13,786,1103,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,2,,4.0,7768,2013-06-12,1,71.24,-35.26,0.0,946,Established,Grocery
70966,62033,13,786,1103,0,X,2013-05-19,2013-07-05,26-35,Married,0.0,2,,4.0,30760,2013-05-22,1,95.46,0.0,0.0,946,Established,Grocery
70991,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,8145,2013-03-27,1,71.24,-6.77,0.0,1709,Established,Grocery
71022,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,68180,2013-03-27,1,71.24,-17.45,0.0,681,Established,Grocery
71042,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,27522,2013-03-20,1,110.07,0.0,0.0,634,Established,Grocery
71043,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,27522,2013-03-27,1,110.07,0.0,0.0,634,Established,Grocery
71050,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,32625,2013-03-01,1,99.38,0.0,0.0,634,Established,Grocery
71059,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,50603,2013-03-01,1,71.24,-60.2,0.0,387,Established,Grocery
71064,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,28258,2013-03-19,1,53.43,-17.45,0.0,278,Established,Grocery
71065,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,24036,2013-03-27,2,213.01,-71.24,0.0,387,Established,Grocery
71073,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,12911,2013-03-15,1,89.05,-53.07,0.0,387,Established,Grocery
71074,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,12911,2013-03-19,1,89.05,-53.07,0.0,387,Established,Grocery
71075,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,12911,2013-04-04,2,213.01,-71.24,0.0,387,Established,Grocery
71078,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,34047,2013-03-23,4,383.27,0.0,0.0,56,Local,Grocery
71079,62071,8,9,1444,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,12.0,34047,2013-03-30,3,287.45,0.0,0.0,56,Local,Grocery
71121,62096,3,864,1534,0,Y,2012-12-22,2013-02-16,36-45,Married,0.0,3,1,5.0,54734,2013-01-21,1,67.32,0.0,0.0,1061,Established,Grocery
71130,62122,8,62,1124,0,X,2013-02-16,2013-04-05,,,,,,,15056,2013-02-20,1,124.31,-89.05,0.0,56,Local,Grocery
71133,62122,8,62,1124,0,X,2013-02-16,2013-04-05,,,,,,,34021,2013-02-20,1,124.31,-89.05,0.0,56,Local,Grocery
71136,62128,8,722,239,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,3,1,6.0,59060,2013-03-03,1,89.05,-17.45,0.0,782,Established,Grocery
71139,62139,10,662,711,0,Y,2013-04-08,2013-05-10,,,,,,,20855,2013-04-16,1,320.22,-56.99,0.0,673,Established,Pharmaceutical
71151,62147,30,366,357,0,X,2012-11-19,2013-01-04,18-25,,0.0,2,,4.0,14936,2012-12-09,1,53.43,-13.89,0.0,56,Local,Grocery
71162,62188,8,916,1070,1,X,2013-02-16,2013-04-05,56-70,,0.0,1,,6.0,11052,2013-03-25,1,92.26,-14.25,-44.52,1134,Established,Grocery
71163,62188,8,916,1070,1,X,2013-02-16,2013-04-05,56-70,,0.0,1,,6.0,11052,2013-03-25,1,92.26,-14.25,-44.52,1134,Established,Grocery
71176,62248,9,788,1386,0,Y,2013-03-11,2013-04-12,18-25,,0.0,3,1,5.0,26780,2013-04-04,1,44.52,-19.23,0.0,946,Established,Grocery
71178,62248,9,788,1386,0,Y,2013-03-11,2013-04-12,18-25,,0.0,3,1,5.0,30818,2013-03-24,1,44.52,-19.23,0.0,946,Established,Grocery
71179,62248,9,788,1386,0,Y,2013-03-11,2013-04-12,18-25,,0.0,3,1,5.0,30818,2013-04-04,2,89.05,-38.47,0.0,946,Established,Grocery
71180,62248,9,788,1386,0,Y,2013-03-11,2013-04-12,18-25,,0.0,3,1,5.0,30818,2013-04-11,2,71.24,-56.28,0.0,946,Established,Grocery
71188,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,46337,2013-04-01,2,28.5,0.0,0.0,56,Local,Grocery
71189,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,46352,2013-04-01,4,56.99,0.0,0.0,56,Local,Grocery
71193,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,46298,2013-04-01,2,28.5,0.0,0.0,56,Local,Grocery
71194,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,46208,2013-04-01,2,28.5,0.0,0.0,56,Local,Grocery
71195,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,24036,2013-02-23,1,106.5,-35.62,0.0,387,Established,Grocery
71209,62317,8,9,813,0,X,2013-02-16,2013-04-05,26-35,Single,1.0,3,2,3.0,6852,2013-02-23,1,17.81,0.0,0.0,56,Local,Grocery
71227,62371,13,586,1501,1,X,2013-05-19,2013-07-05,,,,,,,31248,2013-06-13,1,53.07,0.0,-17.81,461,Established,Grocery
71228,62371,13,586,1501,1,X,2013-05-19,2013-07-05,,,,,,,31248,2013-06-13,1,53.07,0.0,-17.81,461,Established,Grocery
71238,62380,8,981,753,1,X,2013-02-16,2013-04-05,26-35,Married,0.0,2,,5.0,22113,2013-03-21,1,78.01,-7.12,-35.62,1335,Established,Grocery
71252,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,28850,2013-02-24,1,35.26,0.0,0.0,1,Established,Natural Products
71253,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,28850,2013-03-07,1,35.26,0.0,0.0,1,Established,Natural Products
71254,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,28850,2013-03-16,3,105.79,0.0,0.0,1,Established,Natural Products
71262,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,20070,2013-03-14,2,89.05,-17.81,0.0,1,Established,Natural Products
71263,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,15386,2013-03-14,1,44.52,-8.9,0.0,1,Established,Natural Products
71272,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,5381,2013-03-14,1,44.52,-8.9,0.0,1,Established,Natural Products
